budget,genres,movie_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
80000000,"Adventure, Animation, Family",77951,en,10.09,"Animal Logic, BBC Earth, BBC Earth MD (WWD), BBC Worldwide, Evergreen Films, Evergreen MD, Reliance BIG Entertainment",2013-12-18,126546518,87,Released,The Greatest Adventure in 70 Million Years,Walking With Dinosaurs,5.2,133
0,"Comedy, Drama, Romance",49963,en,0.37,"Channel Four Films, Electric, Good Machine, Mikado Film, Pandora Filmproduktion, TEAM Communications Group, Zenith Entertainment",1996-07-17,0,86,Released,A movie for everyone who wants to get married and stay single at the same time.,Walking and Talking,6.6,7
15000000,"Crime, Drama",10673,en,24.9,Twentieth Century Fox Film Corporation,1987-12-10,43848069,126,Released,Every dream has a price.,Wall Street,7.0,546
70000000,"Crime, Drama",33909,en,23.26,"Dune Entertainment, Dune Entertainment III, Edward R. Pressman Film, Twentieth Century Fox Film Corporation",2010-09-02,134748021,133,Released,Gordon never gives up.,Wall Street: Money Never Sleeps,5.8,493
700000,"Comedy, Drama",323967,en,2.66,Unknown,2015-03-13,0,87,Released,Heaven or hell. It's in his hands.,Walter,5.3,26
2000000,"Animation, Drama, War",8885,he,14.08,"Bridgit Folman Film Gang, Les Films d'Ici, Razor Film Produktion",2008-06-25,11125849,90,Released,,Waltz with Bashir,7.8,291
35000000,Comedy,50647,en,20.91,"A Hot Dog, Apatow Productions, Relativity Media",2012-02-23,24159934,98,Released,Leave your baggage behind,Wanderlust,5.3,394
75000000,"Action, Crime, Thriller",8909,en,73.82,"Bazelevs Production, Kickstart Productions, Marc Platt Productions, Relativity Media, Revolution Sun Studios, Ringerike Zweite Filmproduktion, Spyglass Entertainment, Top Cow Productions, Universal Pictures",2008-06-19,258270008,110,Released,Choose your destiny.,Wanted,6.4,2528
25000000,"Action, Crime, Thriller",10431,en,18.9,"Current Entertainment, Fierce Entertainment, Lionsgate, Mosaic Media Group, Province of British Columbia Production Services Tax Credit, Rogue Films",2007-08-24,40452643,103,Released,Vengeance is the ultimate weapon.,War,6.0,414
66000000,"Drama, War",57212,en,29.51,"Amblin Entertainment, DreamWorks SKG, Kennedy/Marshall Company, The, Reliance Entertainment",2011-12-25,177584879,146,Released,Separated by War. Tested by Battle. Bound by Friendship.,War Horse,7.0,992
132000000,"Adventure, Science Fiction, Thriller",74,en,48.57,"Amblin Entertainment, Cruise/Wagner Productions, DreamWorks SKG, Paramount Pictures",2005-06-28,591739379,116,Released,They're already here.,War of the Worlds,6.2,2322
5000000,"Action, Adventure, Comedy, Thriller",13191,en,6.27,Unknown,2008-04-28,1296184,106,Released,When it comes to war... America means business,"War, Inc.",5.6,86
12000000,"Science Fiction, Thriller",860,en,23.16,"Sherwood Productions, United Artists",1983-06-03,79567667,114,Released,"Is it a game, or is it real?",WarGames,7.0,504
160000000,"Action, Adventure, Fantasy",68735,en,63.15,"Atlas Entertainment, Blizzard Entertainment, Legendary Pictures, Universal Pictures",2016-05-25,433677183,123,Released,Two worlds. One home.,Warcraft,6.3,2268
7000000,"Adventure, Comedy, Fantasy, Horror",11342,en,9.89,New World Pictures,1989-06-01,0,103,Released,Satan also has one son.,Warlock,5.8,95
0,"Fantasy, Horror, Science Fiction",24126,en,3.11,"Tapestry Films, Trimark Pictures",1993-05-01,0,98,Released,,Warlock: The Armageddon,5.2,38
35000000,"Comedy, Horror, Romance",82654,en,43.74,Summit Entertainment,2013-01-31,116980662,97,Released,Cold body. Warm heart.,Warm Bodies,6.4,2652
25000000,"Action, Drama",59440,en,51.92,"Filmtribe, Lionsgate, Mimran Schur Pictures, Solaris Film",2011-09-09,23057115,140,Released,Fight for Family,Warrior,7.7,1272
0,"Action, Family, Fantasy",49478,en,0.91,"China Film Co-Production Corporation, IJL Creations, Law Brothers Entertainment, Metro-Goldwyn-Mayer (MGM)",1997-05-02,0,103,Released,In a world beyond your imagination a battle for the universe has begun.,Warriors of Virtue,4.7,9
15300000,"Action, Comedy, Drama",2110,fr,18.21,"Canal Plus, Destiny, EuropaCorp, TF1 Films Productions, Tobis",2001-10-31,0,94,Released,For those who take their action raw.,Wasabi,6.2,283
130000000,"Action, Mystery, Science Fiction",13183,en,64.8,"Cruel and Unusual Films, DC Comics, Lawrence Gordon Productions, Legendary Pictures, Paramount Pictures, Warner Bros.",2009-03-05,185258983,163,Released,Justice is coming to all of us.  No matter what we do.,Watchmen,7.0,2811
0,"Drama, Foreign, Romance",7509,en,2.79,"David Hamilton Productions, Echo Lake Productions, Flagship International, Noble Nomad Pictures",2005-09-08,10422387,115,Released,,Water,6.8,34
0,"Crime, Drama",263503,en,0.35,Unknown,2014-05-02,0,0,Released,,Water & Power,3.0,1
38000000,"Drama, Romance",55787,en,16.8,"Big Screen Productions, Dune Entertainment, Flashpoint Entertainment, Fox 2000 Pictures, Ingenious Media",2011-03-15,114156230,120,Released,Life is the most spectacular show on earth.,Water for Elephants,6.7,850
25000000,"Action, Drama, History",33157,en,1.89,"Dino de Laurentiis Cinematografica, Mosfilm, Paramount Pictures",1970-10-26,3052000,128,Released,,Waterloo,7.0,31
175000000,"Action, Adventure",9804,en,44.64,"Davis Entertainment, Gordon Company, Licht/Mueller Film Corporation, Universal Pictures",1995-07-28,264218220,135,Released,Beyond the horizon lies the secret to a new beginning.,Waterworld,5.9,992
20000000,"Comedy, Music",8872,en,21.82,Paramount Pictures,1992-02-14,121697323,94,Released,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,728
65000000,Drama,11170,en,8.63,"Legendary Pictures, Thunder Road Pictures, Warner Bros., Wonderland Sound and Vision",2006-12-12,43545364,124,Released,From the ashes we rose.,We Are Marshall,6.7,186
6000000,"Drama, Music, Romance",301351,en,28.82,Working Title Films,2015-08-26,11122090,96,Released,The world is yours.,We Are Your Friends,6.3,658
50000000,"Comedy, Drama, Family",74465,en,38.63,"Dune Entertainment, LBI Entertainment, Twentieth Century Fox Film Corporation, Vinyl Films",2011-12-22,120081841,124,Released,A True Zoo Story,We Bought a Zoo,6.5,909
0,"Crime, Drama, TV Movie, Thriller",78814,en,0.1,"Johnson Production Group, Silver Screen Pictures",2011-11-12,0,89,Released,,We Have Your Husband,5.0,3
7000000,"Drama, Thriller",71859,en,21.28,"BBC Films, Oscilloscope Laboratories",2011-09-28,6038942,112,Released,,We Need to Talk About Kevin,7.4,677
21000000,"Crime, Drama, Thriller",2001,en,14.52,"2929 Productions, Columbia Pictures, Industry Entertainment",2007-05-25,54926886,117,Released,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,We Own the Night,6.5,323
75000000,"Action, History, War",10590,en,19.71,"Icon Entertainment International, Motion Picture Production GmbH & Co. Erste KG, Wheelhouse Entertainment",2002-03-01,114660784,138,Released,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,We Were Soldiers,6.7,521
20000000,"Comedy, Crime, Drama",5971,en,9.93,Paramount Pictures,1989-12-15,0,106,Released,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,We're No Angels,5.6,105
37000000,"Comedy, Crime",138832,en,100.35,"BenderSpink, Heyday Films, New Line Cinema, Newman/Tooley Films, Slap Happy Productions (II), Vincent Newman Entertainment",2013-08-07,269994119,110,Released,-If anyone asks.,We're the Millers,6.8,2972
8000,"Drama, Romance",79120,en,1.04,"EM Media, Glendale Picture Company, Synchronicity Films, The Bureau",2011-09-22,469947,96,Released,A (sort of) love story between two guys over a cold weekend in October.,Weekend,7.4,163
35000000,"Comedy, Drama",13490,en,6.25,"Spyglass Entertainment, Universal Pictures",2008-02-08,43650785,114,Released,"Roscoe Jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food.",Welcome Home Roscoe Jenkins,5.7,57
1200000,Comedy,9260,en,3.58,"Gaylord Films, H5B5 Media AG, Pandora Cinema, Section Eight, Warner Bros.",2002-05-24,0,86,Released,Five guys. One safe. No brains.,Welcome to Collinwood,6.2,50
30000000,Comedy,16784,en,3.31,"Intermedia Films, Mediastream Vierte Film GmbH & Co. Vermarktungs KG, Mooseport Productions, Twentieth Century Fox Film Corporation",2004-02-24,14000000,110,Released,,Welcome to Mooseport,4.8,54
0,"Comedy, Drama",11446,en,5.87,Unknown,1995-05-24,0,88,Released,Not all girls want to play with dolls.,Welcome to the Dollhouse,6.9,103
0,Drama,31007,en,6.09,"Argonaut Pictures, Destination Films, Film Rites, Samuel Goldwyn Films, Scott Free Productions",2010-10-29,42145,110,Released,,Welcome to the Rileys,6.4,139
11000000,Comedy,8265,fr,18.92,"Canal+, Centre National de la Cinématographie, Centre Régional des Ressources Audiovisuelles (CRRAV), CinéCinéma, Hirsch, Les Productions du Chicon, Pathé Renn Productions, Région Nord-Pas-de-Calais, TF1 Films Productions",2008-01-09,53191886,106,Released,,Welcome to the Sticks,6.8,615
200000,Drama,8942,en,0.71,"Field Guide Films, Film Science, Glass Eye Pix, Oscilloscope Laboratories, Washington Square Films",2008-05-22,0,80,Released,"On the long road, friendship is everything.",Wendy and Lucy,6.4,64
6000000,"Crime, Drama, Music",1725,en,23.43,"Mirisch Pictures, Seven Arts, United Artists",1961-10-18,43656822,152,Released,The screen achieves one of the great entertainments in the history of motion pictures,West Side Story,7.0,389
0,Western,376010,en,0.59,3rd Partner Productions,2015-10-09,0,106,Released,"Your soul is at stake in Religion, Arizona.",Western Religion,0.0,0
8000000,"Drama, Family",1088,en,12.44,South Pacific Pictures,2003-01-30,41400000,101,Released,,Whale Rider,7.1,111
85000000,"Drama, Fantasy, Romance",12159,en,21.89,PolyGram Filmed Entertainment,1998-10-02,71485043,113,Released,After life there is more. The end is just the beginning.,What Dreams May Come,6.8,577
35000000,"Comedy, Romance",9029,da,38.1,"21 Laps Entertainment, Dune Entertainment III, Mosaic Media Group, Penn Station Entertainment, Regency Enterprises, Twentieth Century Fox Film Corporation",2008-05-07,170000000,99,Released,Get Lucky,What Happens in Vegas,5.8,923
25000000,"Comedy, Drama",8944,en,8.32,"2929 Productions, Art Linson Productions, Linson Entertainment, Tribeca Productions",2008-10-17,6673422,104,Released,Admit nothing.,What Just Happened,5.2,127
100000000,"Drama, Horror, Mystery, Thriller",2655,en,15.84,"DreamWorks SKG, ImageMovers, Twentieth Century Fox Film Corporation",2000-07-21,155464351,130,Released,He was the perfect husband until his one mistake followed them home.,What Lies Beneath,6.3,488
60000000,"Comedy, Drama, Romance, Science Fiction",10416,en,2.28,Columbia Pictures,2000-03-03,0,105,Released,"To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",What Planet Are You From?,5.4,37
70000000,"Comedy, Romance",3981,en,31.39,"Centropolis Entertainment, Icon Entertainment International, Paramount Pictures, Wind Dancer Productions",2000-12-15,374111707,127,Released,He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,6.1,992
0,Comedy,10735,en,7.06,"DiNovi Pictures, Gaylord Films, Gerber Pictures, HSI Tomorrow Film, Sloane Square Films, Warner Bros.",2003-03-27,0,105,Released,Trying to fit in. Born to stand out.,What a Girl Wants,5.8,368
0,Documentary,8357,en,7.29,Lord of the Wind,2004-04-23,10000000,109,Released,Time to get wise.,What the #$*! Do We (K)now!?,5.8,34
40000000,"Comedy, Drama, Romance",76494,en,27.01,"Alcon Entertainment, Lionsgate, Phoenix Pictures, What to Expect Productions",2012-05-17,79700000,110,Released,It's too late to pull out now.,What to Expect When You're Expecting,5.8,594
11000000,"Drama, Romance",1587,en,33.28,Paramount Pictures,1993-12-17,30000000,118,Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,919
0,"Drama, Music",15765,en,7.92,Touchstone Pictures,1993-06-09,0,118,Released,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,6.9,72
20000000,"Comedy, Romance",63492,en,19.22,"Contrafilm, New Regency Pictures, Regency Enterprises",2011-09-30,30426096,106,Released,Ally's looking for the best ex of her life.,What's Your Number?,6.2,671
45000000,"Action, Comedy",14034,en,7.19,Metro-Goldwyn-Mayer (MGM),2001-05-31,0,94,Released,It takes a thief to nail a crook.,What's the Worst That Could Happen?,5.1,66
15000000,"Comedy, Drama, Romance",16222,en,8.07,Columbia Pictures Corporation,2000-03-31,9902115,94,Released,How low will they go to get the girls of their dreams?,Whatever It Takes,5.0,37
15000000,"Comedy, Romance",19265,en,21.86,"Gravier Productions, Perdido Productions, Sony Pictures Classics, Wild Bunch",2009-06-19,35097815,92,Released,A new comedy,Whatever Works,6.8,350
0,Drama,45791,en,1.94,"Audley Films, Comptom Investments, Father Features, Film4, Intandem Films, Number 9 Films, Tiger Aspect Pictures",2007-10-05,92,92,Released,Between every father and his son there is a story to be told.,When Did You Last See Your Father?,6.9,13
16000000,"Comedy, Drama, Romance",639,en,18.43,"Castle Rock Entertainment, Nelson Entertainment",1989-07-21,92823546,96,Released,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,7.3,950
15000000,"Horror, Thriller",10053,en,4.69,"Davis Entertainment, Screen Gems",2006-02-03,66966987,87,Released,"Whatever You Do, Don't Answer The Phone.",When a Stranger Calls,5.4,268
0,Comedy,11956,fr,1.41,"Canal+, France 2 Cinéma, Vertigo Productions",1996-04-03,0,91,Released,No man. No job. No cat.,When the Cat's Away,6.1,16
15000000,Drama,232679,en,7.3,"Affirm Films, Mandalay Pictures",2014-08-22,30127963,115,Released,"Its Not How Hard You Fall, Its How You Get Back Up",When the Game Stands Tall,6.3,130
0,"Drama, Horror, Thriller",50497,en,2.81,Kintop Pictures,2012-01-31,0,86,Released,Set in 1974 and based on true events.,When the Lights Went Out,5.8,49
15000000,"Comedy, Drama, Romance",10564,en,6.86,"Twentieth Century Fox Film Corporation, Wind Dancer Films",2000-04-27,33771174,120,Released,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,Where the Heart Is,6.9,155
25000000,"Drama, Mystery, Thriller",9729,en,4.05,Serendipity Point Films,2005-10-07,0,107,Released,,Where the Truth Lies,5.9,66
100000000,"Family, Fantasy",16523,en,31.59,"Legendary Pictures, Playtone, Village Roadshow Pictures, Warner Bros., Wild Things Productions",2009-10-16,100086793,101,Released,There's one in all of us.,Where the Wild Things Are,6.4,572
10000000,"Comedy, Drama, Mystery",252512,en,19.26,"A24, Scott Rudin Productions",2015-04-03,7587485,97,Released,Life Never Gets Old.,While We're Young,5.8,383
15000000,Drama,22798,en,20.06,"Babe Ruthless Productions, Barry Mendel Productions, Dune Entertainment, Flower Films (II), Mandate Pictures, Rye Road Productions, Vincent Pictures",2009-09-13,16633035,111,Released,Be Your Own Hero,Whip It,6.7,357
3300000,Drama,244786,en,192.53,"Blumhouse Productions, Bold Films, Right of Way Films",2014-10-10,13092000,105,Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254
3000000,"Comedy, Romance",23531,en,2.14,Hi-Rez Films,2000-09-01,0,82,Released,Never underestimate the power of a woman.,Whipped,3.1,11
37000000,Comedy,12153,en,28.7,"Columbia Pictures, Gone North Productions, Revolution Studios, Wayans Bros. Entertainment",2004-06-23,113086475,109,Released,They're going deep undercover.,White Chicks,6.3,679
14000000,"Action, Adventure, Drama, Family",12227,en,13.14,"Hybrid Productions Inc., Silver Screen Partners IV, Walt Disney Pictures",1991-01-18,34793160,107,Released,"Where civilization ends, their journey begins.",White Fang,6.5,135
150000000,"Action, Drama, Thriller",117251,en,39.0,"Centropolis Entertainment, Columbia Pictures, Iron Horse Entertainment (II), Mythology Entertainment (II)",2013-06-27,205366737,131,Released,It will start like any other day.,White House Down,6.4,1891
10000000,"Drama, Horror, Thriller",11804,en,14.45,"Brightlight Pictures, Canadian Film or Video Production Tax Credit (CPTC), Corus, Endgame Entertainment, Gold Circle Films, Province of British Columbia Film Incentive BC, The Movie Network (TMN), Universal Pictures, White Noise UK Ltd.",2005-01-07,91196419,101,Released,The line separating the living from the dead has been crossed.,White Noise,5.6,261
0,"Drama, Fantasy, Horror, Thriller",7006,en,6.81,"Brightlight Pictures, Gold Circle Films",2007-01-05,0,99,Released,Sometimes they don't come back alone.,White Noise 2: The Light,5.6,80
0,Drama,10994,en,9.42,"Gaylord Films, John Wells Productions, Oleandor Productions, Pandora Filmproduktion, Warner Bros.",2002-10-11,0,109,Released,,White Oleander,7.2,108
38000000,"Action, Drama",10534,en,10.05,"Hollywood Pictures, Largo Entertainment, Scott Free Productions",1996-02-02,10300000,129,Released,,White Squall,6.3,86
